# git_commit: 8a1f94c
# timestamp: 2026-08-31T18:45:11+00:00
# mode: full
# split: tuning
# seed: 0
# prompt_version: resolve_v1
# dataset_sample: 400
# loaded_plans: 358
# n_per_stratum: 200
# n_queries: 186
# models: openai/gpt-oss-120b
# token_budget: 400
# threshold: 0.6
# main_grid: (1,False);(1,True);(2,True);(3,True)
# encoding_grid: structured(main);relational;natural
# khop_grid: 2(main);1;3;inf
config_id,grid,model,provider,n_max,verify_enabled,encoding,k_hop,token_budget,threshold,prompt_version,query_id,plan_id,stratum,expected,final_node_id,abstained,correct,attempts,last_failed_predicate,subgraph_tokens,prompt_tokens,completion_tokens,latency_s,widened,verify_predicates,current_node
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q024b5d96a78d,35cb37263bc0ab3b6edf66c925bd94d3,relational,r1,,True,False,1,node_exists,261,710,107,1.5383,False,"node_exists,relation_holds,reachable",r3
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q04a99b25b765,47bdd129cd7db6586253611c607dd645,direct,r0,r0,False,True,1,,160,576,51,0.5932,False,"node_exists,grounded,reachable",r5
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q053cf3127d6e,10cd7a30a38569c00654cdadb027ce35,direct,r2,r2,False,True,1,,102,498,53,0.9308,False,"node_exists,grounded,reachable",r2
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q05dee0464db7,a4e27fdb6c9eb634a1e400a6794debc0,relational,r2,,True,False,1,relation_holds,180,597,117,1.2277,False,"node_exists,relation_holds,reachable",r2
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q07604ca58cca,7033cfb441c3c0ba321c10fd885b6d1b,attribute,r5,r5,False,True,1,,338,806,60,0.4951,False,"node_exists,grounded,reachable",r13
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q078c2c67e757,06467498bad2334a09ff2b66be8b4423,ungroundable_far,,,True,True,1,node_exists,174,599,141,14.9643,False,"node_exists,grounded,reachable",r2
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q0879afe9fb80,6d18c6358746dc575dc3634f5df4b856,attribute,r3,r3,False,True,1,,140,547,66,0.4040,False,"node_exists,grounded,reachable",r0
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q09b717ab47da,2a34224a3673c72ce00e5bbeed8a9327,relational,r0,r0,False,True,1,,225,674,166,0.8168,False,"node_exists,relation_holds,reachable",r0
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q0c43f519ac59,fbde5783e7d3fdc191d153c3d2929747,attribute,r11,r11,False,True,1,,317,781,59,2.0499,False,"node_exists,grounded,reachable",r1
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q0c8b4c6fb70c,5e3fb1470a5daa8c0acc62089d72e614,relational,r4,,True,False,1,relation_holds,241,681,203,5.1153,False,"node_exists,relation_holds,reachable",r0
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q1060ec7ed353,34f53e5535be38719f46c39fc563aef7,attribute,r0,r0,False,True,1,,216,650,68,7.0639,False,"node_exists,grounded,reachable",r4
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q117dba9de1ed,97fddc733383f61d663ef4d5aac62133,relational,r1,,True,False,1,relation_holds,258,711,158,7.0356,False,"node_exists,relation_holds,reachable",r4
