# git_commit: 8a1f94c
# timestamp: 2026-08-31T19:32:43+00:00
# mode: full
# split: tuning
# seed: 0
# prompt_version: resolve_v1
# functional_version: functional_v1
# dataset_sample: 400
# loaded_plans: 358
# n_per_stratum: 800
# n_queries: 153
# models: openai/gpt-oss-120b
# token_budget: 400
# threshold: 0.6
# main_grid: (1,False);(1,True);(2,True);(3,True)
# encoding_grid: structured(main);relational;natural
# khop_grid: 2(main);1;3;inf
config_id,grid,model,provider,n_max,verify_enabled,encoding,k_hop,token_budget,threshold,prompt_version,query_id,plan_id,stratum,expected,final_node_id,abstained,correct,attempts,last_failed_predicate,subgraph_tokens,prompt_tokens,completion_tokens,latency_s,widened,verify_predicates,current_node
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q0271c44f9624,51e186e9fe1096ea5929d2800510afe2,functional,r1,r1,False,True,1,,261,716,65,2.3374,False,"node_exists,reachable",r2
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q029d8a17d13f,f8ad712526cf1190f90ff553fc7f202b,functional,r3,r3,False,True,1,,249,702,52,0.6214,False,"node_exists,reachable",r0
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q05a6fed82a75,51e186e9fe1096ea5929d2800510afe2,functional,r0,r0,False,True,1,,229,679,69,0.4137,False,"node_exists,reachable",r2
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q0da6d22e7ba7,006d330fcffd2c0979fbc1677e6f00f9,functional,r1,r5,False,False,1,,119,517,94,0.9880,False,"node_exists,reachable",r6
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q1207de9813e3,e778c9d8c08ab430fa5240f09b10d753,functional,r3,r3,False,True,1,,194,618,69,0.4073,False,"node_exists,reachable",r3
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q126dbfefaa00,547247049170181bd997fb5c0d810433,functional,r2,r2,False,True,1,,174,601,73,1.2198,False,"node_exists,reachable",r1
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q127e32c5c069,bebedcde2910afd63def561f3fdfdc28,functional,r8,r2,False,False,1,,287,751,69,19.0150,False,"node_exists,reachable",r2
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q138649a4255d,e0df9684a7eb9c98cce5a05774cc428a,functional,r4,r4,False,True,1,,145,549,61,0.7580,False,"node_exists,reachable",r5
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q14c46e36f24b,0fa3734f861d70658ddf2f8f8b998349,functional,r3,r0,False,False,1,,107,507,177,0.8185,False,"node_exists,reachable",r0
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q197fa4862e3b,5853a17ba4b1c798cf802b458c675fce,functional,r1,r1,False,True,1,,107,506,61,1.8410,False,"node_exists,reachable",r0
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q1bcb39177152,e778c9d8c08ab430fa5240f09b10d753,functional,r4,r4,False,True,1,,194,619,62,0.9286,False,"node_exists,reachable",r3
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q1c3ce5a9fba6,44e91d586fb270fe5a36926323711784,functional,r2,r5,False,False,1,,375,862,135,3.1707,False,"node_exists,reachable",r5
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q1e0e77d0216c,e4cd0a9247ac883ad4a7edae77324d58,functional,r6,r6,False,True,1,,267,722,64,3.6653,False,"node_exists,reachable",r1
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q1f5a220c4eef,9df8a72b74bd44e26b2f71b73883656a,functional,r5,r5,False,True,1,,220,662,67,7.1790,False,"node_exists,reachable",r5
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q217b4960398a,1b881787b754dbb19e636bf061dd5345,functional,r0,r1,False,False,1,,165,584,142,5.1191,False,"node_exists,reachable",r1
openai/gpt-oss-120b|main|n1|v1|estructured|k2,main,openai/gpt-oss-120b,groq,1,True,structured,2,400,0.6,resolve_v1,q22facc48aead,e0df9684a7eb9c98cce5a05774cc428a,functional,r4,r3,False,False,1,,101,498,182,2.0333,False,"node_exists,reachable",r5
